Dataset,Mode,Anomaly_ID,Trace_ID,Fitness_Pre,Fitness_Post,Delta,Outcome
testBank,ISOLATED,Sub2,trace_241,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_246,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_248,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_249,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_251,0.6364,0.7576,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_256,0.8500,0.9500,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_259,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_1,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_27,0.8421,0.9474,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_260,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_261,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_267,0.7838,0.8919,0.1081,IMPROVED
testBank,ISOLATED,Sub2,trace_269,0.7632,0.8684,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_28,0.7179,0.8205,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_271,0.8947,1.0000,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_273,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_276,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_279,0.7209,0.8140,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_280,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_282,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_29,0.8605,0.9535,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_283,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_284,0.8723,0.9574,0.0851,IMPROVED
testBank,ISOLATED,Sub2,trace_285,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_287,0.5862,0.7241,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_291,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_292,0.7561,0.8537,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_293,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_298,0.8857,1.0000,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_299,0.6786,0.8214,0.1429,IMPROVED
testBank,ISOLATED,Sub2,trace_304,0.7500,0.8500,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_306,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_307,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_309,0.6667,0.7692,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_311,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_314,0.8913,0.9783,0.0870,IMPROVED
testBank,ISOLATED,Sub2,trace_323,0.8919,1.0000,0.1081,IMPROVED
testBank,ISOLATED,Sub2,trace_324,0.8611,0.9722,0.1111,IMPROVED
testBank,ISOLATED,Sub2,trace_330,0.9070,1.0000,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_331,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_332,0.8125,0.9375,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_333,0.8125,0.9375,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_335,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_337,0.9184,1.0000,0.0816,IMPROVED
testBank,ISOLATED,Sub2,trace_340,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_341,0.7000,0.8000,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_343,0.8864,0.9773,0.0909,IMPROVED
testBank,ISOLATED,Sub2,trace_344,0.9024,1.0000,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_345,0.8864,0.9773,0.0909,IMPROVED
testBank,ISOLATED,Sub2,trace_350,0.7667,0.9000,0.1333,IMPROVED
testBank,ISOLATED,Sub2,trace_352,0.6875,0.8125,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_353,0.9024,1.0000,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_356,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_357,0.7188,0.8438,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_362,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_363,0.8857,1.0000,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_366,0.7895,0.8947,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_367,0.8788,1.0000,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_39,0.5862,0.7241,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_371,0.8125,0.9375,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_372,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_374,0.5862,0.7241,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_375,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_383,0.8788,1.0000,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_40,0.8333,0.9286,0.0952,IMPROVED
testBank,ISOLATED,Sub2,trace_385,0.8049,0.9024,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_386,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_392,0.7188,0.8438,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_393,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_394,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_396,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_398,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_399,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_402,0.7667,0.9000,0.1333,IMPROVED
testBank,ISOLATED,Sub2,trace_405,0.8718,0.9744,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_406,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_407,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_409,0.8600,0.9400,0.0800,IMPROVED
testBank,ISOLATED,Sub2,trace_411,0.8250,0.9250,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_412,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_413,0.8947,1.0000,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_414,0.6136,0.7045,0.0909,IMPROVED
testBank,ISOLATED,Sub2,trace_416,0.7750,0.8750,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_417,0.7879,0.9091,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_422,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_44,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_423,0.8605,0.9535,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_426,0.8605,0.9535,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_427,0.8200,0.9000,0.0800,IMPROVED
testBank,ISOLATED,Sub2,trace_429,0.8621,1.0000,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_432,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_433,0.7381,0.8333,0.0952,IMPROVED
testBank,ISOLATED,Sub2,trace_45,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_434,0.8857,1.0000,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_435,0.8421,0.9474,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_438,0.8125,0.9375,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_440,0.5862,0.7241,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_443,0.8485,0.9697,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_447,0.8718,0.9744,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_448,0.8125,0.9375,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_452,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_455,0.8250,0.9250,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_460,0.7273,0.8485,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_461,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_462,0.8421,0.9474,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_463,0.6757,0.7838,0.1081,IMPROVED
testBank,ISOLATED,Sub2,trace_468,0.8421,0.9474,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_469,0.7500,0.8611,0.1111,IMPROVED
testBank,ISOLATED,Sub2,trace_471,0.8913,0.9783,0.0870,IMPROVED
testBank,ISOLATED,Sub2,trace_477,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_479,0.7692,0.8718,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_481,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_482,0.8500,0.9500,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_483,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_484,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_486,0.7895,0.8947,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_489,0.7500,0.8500,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_493,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_494,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_495,0.8913,0.9783,0.0870,IMPROVED
testBank,ISOLATED,Sub2,trace_496,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_52,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_498,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_499,0.7941,0.9118,0.1176,IMPROVED
testBank,ISOLATED,Sub2,trace_505,0.8718,0.9744,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_508,0.9024,1.0000,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_513,0.8788,1.0000,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_515,0.7692,0.9231,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_521,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_523,0.8621,1.0000,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_525,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_526,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_5,0.8857,1.0000,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_532,0.8621,1.0000,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_535,0.5429,0.6571,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_536,0.8750,1.0000,0.1250,IMPROVED
testBank,ISOLATED,Sub2,trace_540,0.7273,0.8485,0.1212,IMPROVED
testBank,ISOLATED,Sub2,trace_544,0.5862,0.7241,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_546,0.8974,1.0000,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_552,0.7895,0.8947,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_554,0.7073,0.8049,0.0976,IMPROVED
testBank,ISOLATED,Sub2,trace_555,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_557,0.8621,1.0000,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_558,0.8148,0.9630,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_559,0.7667,0.9000,0.1333,IMPROVED
testBank,ISOLATED,Sub2,trace_566,0.7407,0.8889,0.1481,IMPROVED
testBank,ISOLATED,Sub2,trace_567,0.8621,1.0000,0.1379,IMPROVED
testBank,ISOLATED,Sub2,trace_568,0.7750,0.8750,0.1000,IMPROVED
testBank,ISOLATED,Sub2,trace_59,0.7714,0.8857,0.1143,IMPROVED
testBank,ISOLATED,Sub2,trace_574,0.8333,0.9286,0.0952,IMPROVED
testBank,ISOLATED,Sub2,trace_576,0.7895,0.8947,0.1053,IMPROVED
testBank,ISOLATED,Sub2,trace_578,0.9070,1.0000,0.0930,IMPROVED
testBank,ISOLATED,Sub2,trace_580,0.8043,0.8913,0.0870,IMPROVED
testBank,ISOLATED,Sub2,trace_584,0.7692,0.8718,0.1026,IMPROVED
testBank,ISOLATED,Sub2,trace_585,0.8462,1.0000,0.1538,IMPROVED
testBank,ISOLATED,Sub2,trace_586,0.8864,0.9773,0.0909,IMPROVED
testBank,ISOLATED,Sub105,trace_12,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1340,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1344,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1350,0.8158,0.7436,-0.0722,WORSENED
testBank,ISOLATED,Sub105,trace_1355,0.8974,0.8250,-0.0724,WORSENED
testBank,ISOLATED,Sub105,trace_1358,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1373,0.8718,0.8000,-0.0718,WORSENED
testBank,ISOLATED,Sub105,trace_1374,0.8947,0.8205,-0.0742,WORSENED
testBank,ISOLATED,Sub105,trace_1380,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_1382,0.7949,0.7250,-0.0699,WORSENED
testBank,ISOLATED,Sub105,trace_1384,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_1385,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1386,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1388,0.7000,0.6341,-0.0659,WORSENED
testBank,ISOLATED,Sub105,trace_1393,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_1394,0.7381,0.6744,-0.0637,WORSENED
testBank,ISOLATED,Sub105,trace_1396,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1400,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_1403,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1404,0.7273,0.6471,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_1407,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1414,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1417,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_1418,0.8718,0.8000,-0.0718,WORSENED
testBank,ISOLATED,Sub105,trace_1425,0.6364,0.5588,-0.0775,WORSENED
testBank,ISOLATED,Sub105,trace_1428,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_138,0.7941,0.7143,-0.0798,WORSENED
testBank,ISOLATED,Sub105,trace_1458,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_140,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1465,0.7500,0.6889,-0.0611,WORSENED
testBank,ISOLATED,Sub105,trace_1466,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1468,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1470,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1471,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_13,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_141,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_1473,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_1481,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1482,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_1484,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1486,0.8235,0.7429,-0.0807,WORSENED
testBank,ISOLATED,Sub105,trace_142,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1487,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1489,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1495,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1497,0.7188,0.6364,-0.0824,WORSENED
testBank,ISOLATED,Sub105,trace_1501,0.8718,0.8000,-0.0718,WORSENED
testBank,ISOLATED,Sub105,trace_1508,0.8158,0.7436,-0.0722,WORSENED
testBank,ISOLATED,Sub105,trace_1510,0.8919,0.8158,-0.0761,WORSENED
testBank,ISOLATED,Sub105,trace_1511,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1513,0.8056,0.7297,-0.0758,WORSENED
testBank,ISOLATED,Sub105,trace_145,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1520,0.6596,0.6042,-0.0554,WORSENED
testBank,ISOLATED,Sub105,trace_1524,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1537,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1539,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_1544,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_147,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1552,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_1558,0.7949,0.7250,-0.0699,WORSENED
testBank,ISOLATED,Sub105,trace_1560,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_148,0.7647,0.6857,-0.0790,WORSENED
testBank,ISOLATED,Sub105,trace_1562,0.8919,0.8158,-0.0761,WORSENED
testBank,ISOLATED,Sub105,trace_1563,0.7188,0.6364,-0.0824,WORSENED
testBank,ISOLATED,Sub105,trace_1564,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_1569,0.8500,0.7805,-0.0695,WORSENED
testBank,ISOLATED,Sub105,trace_1573,0.8750,0.8049,-0.0701,WORSENED
testBank,ISOLATED,Sub105,trace_1575,0.6923,0.6250,-0.0673,WORSENED
testBank,ISOLATED,Sub105,trace_1576,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1577,0.9111,0.8478,-0.0633,WORSENED
testBank,ISOLATED,Sub105,trace_1578,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_1587,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1590,0.8409,0.7778,-0.0631,WORSENED
testBank,ISOLATED,Sub105,trace_1592,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1595,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1597,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1600,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_1602,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1603,0.8947,0.8205,-0.0742,WORSENED
testBank,ISOLATED,Sub105,trace_1608,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1610,0.7941,0.7143,-0.0798,WORSENED
testBank,ISOLATED,Sub105,trace_1616,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_1618,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1622,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_1624,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1625,0.8043,0.7447,-0.0597,WORSENED
testBank,ISOLATED,Sub105,trace_155,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1635,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_1646,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_1648,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1652,0.9000,0.8431,-0.0569,WORSENED
testBank,ISOLATED,Sub105,trace_1654,0.8947,0.8205,-0.0742,WORSENED
testBank,ISOLATED,Sub105,trace_1657,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1658,0.7059,0.6286,-0.0773,WORSENED
testBank,ISOLATED,Sub105,trace_1661,0.8974,0.8250,-0.0724,WORSENED
testBank,ISOLATED,Sub105,trace_1666,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1667,0.6364,0.5588,-0.0775,WORSENED
testBank,ISOLATED,Sub105,trace_1669,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_1674,0.6667,0.5882,-0.0784,WORSENED
testBank,ISOLATED,Sub105,trace_1685,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1687,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1688,0.7857,0.7209,-0.0648,WORSENED
testBank,ISOLATED,Sub105,trace_160,0.7073,0.6429,-0.0645,WORSENED
testBank,ISOLATED,Sub105,trace_1695,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_1701,0.6667,0.5882,-0.0784,WORSENED
testBank,ISOLATED,Sub105,trace_1702,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_1704,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1705,0.8913,0.8298,-0.0615,WORSENED
testBank,ISOLATED,Sub105,trace_1706,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1711,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_1713,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1715,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1716,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1723,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1729,0.8125,0.7273,-0.0852,WORSENED
testBank,ISOLATED,Sub105,trace_1732,0.8974,0.8250,-0.0724,WORSENED
testBank,ISOLATED,Sub105,trace_163,0.9111,0.8478,-0.0633,WORSENED
testBank,ISOLATED,Sub105,trace_1738,0.8158,0.7436,-0.0722,WORSENED
testBank,ISOLATED,Sub105,trace_1740,0.6667,0.6000,-0.0667,WORSENED
testBank,ISOLATED,Sub105,trace_1741,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1742,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1743,0.8919,0.8158,-0.0761,WORSENED
testBank,ISOLATED,Sub105,trace_17,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_1749,0.7838,0.7105,-0.0733,WORSENED
testBank,ISOLATED,Sub105,trace_1750,0.8235,0.7429,-0.0807,WORSENED
testBank,ISOLATED,Sub105,trace_1756,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_165,0.6757,0.6053,-0.0704,WORSENED
testBank,ISOLATED,Sub105,trace_1759,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1764,0.8913,0.8298,-0.0615,WORSENED
testBank,ISOLATED,Sub105,trace_1766,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1768,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1770,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_1776,0.8421,0.7692,-0.0729,WORSENED
testBank,ISOLATED,Sub105,trace_169,0.7708,0.7143,-0.0565,WORSENED
testBank,ISOLATED,Sub105,trace_1782,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1783,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1786,0.8049,0.7381,-0.0668,WORSENED
testBank,ISOLATED,Sub105,trace_1788,0.7500,0.6889,-0.0611,WORSENED
testBank,ISOLATED,Sub105,trace_1789,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_1790,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1793,0.7073,0.6429,-0.0645,WORSENED
testBank,ISOLATED,Sub105,trace_1796,0.7941,0.7143,-0.0798,WORSENED
testBank,ISOLATED,Sub105,trace_1809,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1813,0.5429,0.4722,-0.0706,WORSENED
testBank,ISOLATED,Sub105,trace_1819,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_1823,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1824,0.8919,0.8158,-0.0761,WORSENED
testBank,ISOLATED,Sub105,trace_173,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_1827,0.8125,0.7273,-0.0852,WORSENED
testBank,ISOLATED,Sub105,trace_1835,0.7714,0.6944,-0.0770,WORSENED
testBank,ISOLATED,Sub105,trace_1836,0.8718,0.8000,-0.0718,WORSENED
testBank,ISOLATED,Sub105,trace_174,0.7353,0.6571,-0.0782,WORSENED
testBank,ISOLATED,Sub105,trace_1840,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1841,0.6500,0.5854,-0.0646,WORSENED
testBank,ISOLATED,Sub105,trace_1842,0.7000,0.6341,-0.0659,WORSENED
testBank,ISOLATED,Sub105,trace_1843,0.6667,0.5882,-0.0784,WORSENED
testBank,ISOLATED,Sub105,trace_1844,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1849,0.7273,0.6471,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_1850,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_1851,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1854,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1856,0.8049,0.7381,-0.0668,WORSENED
testBank,ISOLATED,Sub105,trace_1858,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1868,0.8485,0.7647,-0.0838,WORSENED
