Dataset,Mode,Anomaly_ID,Trace_ID,Fitness_Pre,Fitness_Post,Delta,Outcome
sepsis,ISOLATED,Sub22,SIA,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,TIA,0.6364,0.5909,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,OC,0.6207,0.5862,-0.0345,WORSENED
sepsis,ISOLATED,Sub22,UIA,0.6500,0.6500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,VIA,0.6512,0.6279,-0.0233,WORSENED
sepsis,ISOLATED,Sub22,XIA,0.9167,0.8333,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,YIA,0.7288,0.7119,-0.0169,WORSENED
sepsis,ISOLATED,Sub22,ZIA,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,AJA,0.8333,0.8333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,BJA,0.7083,0.6667,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,CJA,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,DJA,0.8750,0.8125,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,PC,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,EJA,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,FJA,0.6087,0.5652,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,HJA,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,IJA,0.6667,0.6111,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,JJA,0.6875,0.6250,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,KJA,0.6667,0.5833,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,LJA,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,MJA,0.8000,0.7333,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,NJA,0.6957,0.6522,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,QC,0.6818,0.6364,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,OJA,0.8000,0.7000,-0.1000,WORSENED
sepsis,ISOLATED,Sub22,PJA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,QJA,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,RJA,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,SJA,0.7368,0.6842,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,TJA,0.6176,0.5882,-0.0294,WORSENED
sepsis,ISOLATED,Sub22,UJA,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,VJA,0.8000,0.7000,-0.1000,WORSENED
sepsis,ISOLATED,Sub22,WJA,0.7200,0.6800,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,XJA,0.6296,0.5926,-0.0370,WORSENED
sepsis,ISOLATED,Sub22,RC,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,YJA,0.6316,0.6316,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,ZJA,0.6667,0.6333,-0.0333,WORSENED
sepsis,ISOLATED,Sub22,AKA,0.8000,0.7000,-0.1000,WORSENED
sepsis,ISOLATED,Sub22,BKA,0.7308,0.6923,-0.0385,WORSENED
sepsis,ISOLATED,Sub22,CKA,0.5417,0.5000,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,EKA,0.7619,0.7619,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,FKA,0.7222,0.6667,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,GKA,0.8462,0.7692,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,HKA,0.5769,0.5385,-0.0385,WORSENED
sepsis,ISOLATED,Sub22,SC,0.7500,0.6875,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,JKA,0.6500,0.6500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,KKA,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,LKA,0.7097,0.6774,-0.0323,WORSENED
sepsis,ISOLATED,Sub22,MKA,0.5763,0.5593,-0.0169,WORSENED
sepsis,ISOLATED,Sub22,OKA,0.6316,0.5789,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,QKA,0.8095,0.7619,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,RKA,0.7647,0.7059,-0.0588,WORSENED
sepsis,ISOLATED,Sub22,TC,0.6452,0.6452,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,SKA,0.8000,0.7000,-0.1000,WORSENED
sepsis,ISOLATED,Sub22,TKA,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,UKA,0.6250,0.5833,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,VKA,0.7143,0.6667,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,WKA,0.7200,0.6800,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,XKA,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,YKA,0.5200,0.5000,-0.0200,WORSENED
sepsis,ISOLATED,Sub22,ZKA,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,ALA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,BLA,0.7407,0.7037,-0.0370,WORSENED
sepsis,ISOLATED,Sub22,UC,0.6410,0.6154,-0.0256,WORSENED
sepsis,ISOLATED,Sub22,GLA,0.7619,0.7143,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,HLA,0.6087,0.5652,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,ILA,0.6842,0.6316,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,KLA,0.5714,0.5238,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,LLA,0.9167,0.8333,-0.0833,WORSENED
sepsis,ISOLATED,Sub14,A,0.6207,0.6207,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,J,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OLA,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PLA,0.7188,0.7188,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,TLA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VLA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XLA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZLA,0.7778,0.7778,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BMA,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FMA,0.6500,0.6500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XC,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub14,JMA,0.7083,0.7083,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,MMA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NMA,0.6786,0.6786,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OMA,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PMA,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YC,0.6250,0.6250,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QMA,0.6400,0.6400,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,SMA,0.7391,0.7391,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UMA,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZC,0.5882,0.5882,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DNA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KNA,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AD,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CD,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ED,0.5750,0.5750,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FD,0.7778,0.7778,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GD,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HD,0.5641,0.5641,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JD,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KD,0.6667,0.6250,-0.0417,WORSENED
sepsis,ISOLATED,Sub14,MD,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OD,0.5120,0.5040,-0.0080,WORSENED
sepsis,ISOLATED,Sub14,L,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PD,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RD,0.7143,0.7143,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UD,0.6842,0.6316,-0.0526,WORSENED
sepsis,ISOLATED,Sub14,YD,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AE,0.6800,0.6800,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CE,0.6111,0.6111,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GE,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HE,0.5833,0.5833,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,N,0.7895,0.7895,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ME,0.8182,0.8182,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PE,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QE,0.7500,0.7143,-0.0357,WORSENED
sepsis,ISOLATED,Sub14,UE,0.6923,0.6923,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VE,0.6538,0.6538,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XE,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YE,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZE,0.6087,0.6087,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AF,0.7083,0.7083,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FF,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GF,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KF,0.7727,0.7727,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NF,0.7143,0.7143,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PF,0.6818,0.6818,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RF,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UF,0.6389,0.5833,-0.0556,WORSENED
sepsis,ISOLATED,Sub14,VF,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZF,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CG,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DG,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FG,0.6111,0.6111,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,S,0.7692,0.6923,-0.0769,WORSENED
sepsis,ISOLATED,Sub14,JG,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KG,0.6087,0.6087,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LG,0.5625,0.5625,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QG,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,B,0.6316,0.6316,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,T,0.7647,0.7647,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UG,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WG,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XG,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YG,0.6389,0.6111,-0.0278,WORSENED
sepsis,ISOLATED,Sub14,EH,0.7059,0.7059,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GH,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HH,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JH,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NH,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZH,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AI,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CI,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub14,DI,0.6316,0.6316,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FI,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,II,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JI,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KI,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LI,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NI,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PI,0.7222,0.7222,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,SI,0.6400,0.6400,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VI,0.6400,0.6400,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XI,0.7174,0.6957,-0.0217,WORSENED
sepsis,ISOLATED,Sub14,YI,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZI,0.5600,0.5600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AJ,0.6562,0.6562,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BJ,0.6786,0.6071,-0.0714,WORSENED
sepsis,ISOLATED,Sub14,CJ,0.6562,0.6562,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DJ,0.6667,0.6333,-0.0333,WORSENED
sepsis,ISOLATED,Sub14,FJ,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GJ,0.6429,0.6071,-0.0357,WORSENED
sepsis,ISOLATED,Sub14,HJ,0.6818,0.6818,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IJ,0.6522,0.6522,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JJ,0.6316,0.6316,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LJ,0.6579,0.6579,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,MJ,0.6500,0.6500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NJ,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PJ,0.5769,0.5769,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BA,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UJ,0.6087,0.6087,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VJ,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XJ,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZJ,0.6957,0.6522,-0.0435,WORSENED
sepsis,ISOLATED,Sub14,BK,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FK,0.6250,0.6250,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HK,0.7059,0.7059,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KK,0.7143,0.7143,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LK,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,MK,0.7059,0.6471,-0.0588,WORSENED
sepsis,ISOLATED,Sub14,NK,0.5600,0.5600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,C,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PK,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RK,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub14,SK,0.7692,0.7692,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VK,0.6296,0.6296,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,EA,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YK,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FL,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HL,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JL,0.7059,0.7059,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ML,0.6111,0.6111,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GA,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,TL,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VL,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XL,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YL,0.6400,0.6400,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZL,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BM,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DM,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,EM,0.6389,0.6389,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IM,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub14,NM,0.5909,0.5909,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OM,0.6538,0.6538,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PM,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QM,0.6316,0.6316,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VM,0.7727,0.7727,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XM,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZM,0.6571,0.6571,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BN,0.6061,0.6061,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,EN,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KA,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GN,0.6250,0.6250,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IN,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JN,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LN,0.6818,0.6818,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ON,0.6818,0.6818,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QN,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RN,0.7037,0.7037,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,SN,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WN,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XN,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,MA,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,EO,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GO,0.7037,0.6667,-0.0370,WORSENED
sepsis,ISOLATED,Sub14,HO,0.7188,0.7188,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,D,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LO,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RO,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub14,SO,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,TO,0.5854,0.5366,-0.0488,WORSENED
sepsis,ISOLATED,Sub14,OA,0.6111,0.6111,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YO,0.5882,0.5882,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZO,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CP,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GP,0.7059,0.7059,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IP,0.7391,0.7391,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NP,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OP,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QP,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,TP,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UP,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VP,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WP,0.6087,0.6087,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XP,0.6500,0.6500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YP,0.6486,0.6486,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AQ,0.7143,0.7143,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BQ,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DQ,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,EQ,0.6757,0.6757,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HQ,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IQ,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JQ,0.5600,0.5600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LQ,0.6429,0.6429,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RQ,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VQ,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WQ,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XQ,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YQ,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZQ,0.6429,0.6429,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AR,0.7667,0.7667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,BR,0.7778,0.7778,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,UA,0.6111,0.6111,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CR,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,DR,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ER,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,FR,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IR,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JR,0.7391,0.7391,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,KR,0.6875,0.6875,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VA,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NR,0.7692,0.7692,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OR,0.7586,0.7241,-0.0345,WORSENED
sepsis,ISOLATED,Sub14,UR,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VR,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WR,0.5600,0.5600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YR,0.6250,0.5833,-0.0417,WORSENED
sepsis,ISOLATED,Sub14,ZR,0.6000,0.6000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AS,0.6552,0.6207,-0.0345,WORSENED
sepsis,ISOLATED,Sub14,ES,0.4727,0.4727,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HS,0.6538,0.6538,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IS,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JS,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,LS,0.7273,0.7273,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OS,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PS,0.6471,0.6471,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QS,0.6842,0.6842,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,RS,0.6471,0.6471,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,SS,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,TS,0.7037,0.7037,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,US,0.6818,0.6818,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VS,0.6522,0.6522,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,YS,0.8000,0.7667,-0.0333,WORSENED
sepsis,ISOLATED,Sub14,ZA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AT,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ET,0.7059,0.7059,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,HT,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,IT,0.7826,0.7826,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AB,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,NT,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,OT,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,PT,0.7500,0.7500,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,QT,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,VT,0.6522,0.6522,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,WT,0.7600,0.7600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,XT,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,ZT,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,AU,0.6842,0.6316,-0.0526,WORSENED
sepsis,ISOLATED,Sub14,BU,0.7143,0.7143,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,CB,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,GU,0.6364,0.6364,0.0000,UNCHANGED
sepsis,ISOLATED,Sub14,JU,0.6087,0.6087,0.0000,UNCHANGED
